xmin,ymin,xmax,ymax,filename,lat,lng,center_x,center_y,overlap
399920.22191686323,136445.57436143528,399980.22191686323,136505.57436143528,image_55.png,38.89612886218837,-77.00057382020184,399950.22191686323,136475.57436143528,3
400012.3119324368,136580.2443908708,400072.3119324368,136640.2443908708,image_56.png,38.89734201918618,-76.9995122380579,400042.3119324368,136610.2443908708,3
400704.1320837865,136077.0343043606,400764.1320837865,136137.0343043606,image_57.png,38.89280861285745,-76.99153763686476,400734.1320837865,136107.0343043606,3
400104.94194395223,136898.86445767677,400164.94194395223,136958.86445767677,image_58.png,38.90021225425009,-76.9984443586194,400134.94194395223,136928.86445767677,3
399792.7419014087,135989.44426591467,399852.7419014087,136049.44426591467,image_59.png,38.89201985798328,-77.00204323696786,399822.7419014087,136019.44426591467,3
400259.76998902374,136292.22533798998,400319.76998902374,136352.22533798998,image_60.png,38.89474739174333,-76.99665972164297,400289.76998902374,136322.22533798998,3
400104.6419700479,135744.8242233005,400164.6419700479,135804.8242233005,image_61.png,38.88981623695547,-76.998448042963,400134.6419700479,135774.8242233005,3
400302.15198905516,136669.0044154681,400362.15198905516,136729.0044154681,image_62.png,38.89814153989465,-76.99617098757375,400332.15198905516,136699.0044154681,3
399665.3848622563,136580.56438307714,399725.3848622563,136640.56438307714,image_63.png,38.897344850032965,-77.00351153134721,399695.3848622563,136610.56438307714,3
400104.2619644202,135989.74427303378,400164.2619644202,136049.74427303378,image_64.png,38.89202256817657,-76.9984523752558,400134.2619644202,136019.74427303378,3
400104.4219510724,136580.04439291978,400164.4219510724,136640.04439291978,image_65.png,38.89734020827294,-76.99845041560432,400134.4219510724,136610.04439291978,3
400607.84205931437,136297.24434689464,400667.84205931437,136357.24434689464,image_66.png,38.894792421177726,-76.99264737048946,400637.84205931437,136327.24434689464,3
400511.2820294031,136754.85443764378,400571.2820294031,136814.85443764378,image_67.png,38.89891480397494,-76.9937600913068,400541.2820294031,136784.85443764378,3
400104.6359558354,136371.8573506439,400164.6359558354,136431.8573506439,image_68.png,38.89546478353157,-76.99844798940974,400134.6359558354,136401.8573506439,3
400704.8020685478,136754.99444205794,400764.8020685478,136814.99444205794,image_69.png,38.89891592472293,-76.99152918877536,400734.8020685478,136784.99444205794,3
399792.52190407144,135869.97424164836,399852.52190407144,135929.97424164836,image_70.png,38.89094362750492,-77.00204574199516,399822.52190407144,135899.97424164836,3
400302.22200395825,136012.13428206719,400362.22200395825,136072.13428206719,image_71.png,38.892224213166095,-76.99617049810443,400332.22200395825,136042.13428206719,3
399919.63192312425,136163.8943042201,399979.63192312425,136223.8943042201,image_72.png,38.893591384901924,-77.00058060074268,399949.63192312425,136193.8943042201,3
400104.7719542048,136445.03436551229,400164.7719542048,136505.03436551229,image_73.png,38.896123988786634,-76.99844640733812,400134.7719542048,136475.03436551229,3
400511.82203645416,136449.07437555786,400571.82203645416,136509.07437555786,image_74.png,38.896160226026396,-76.99375410727662,400541.82203645416,136479.07437555786,3
399793.0018880782,136580.37438592996,399853.0018880782,136640.37438592996,image_75.png,38.897343173428176,-77.00204039237283,399823.0018880782,136610.37438592996,3
400012.58192527335,136898.82445557474,400072.58192527335,136958.82445557474,image_76.png,38.90021190322299,-76.99950910589583,400042.58192527335,136928.82445557474,3
399793.0018841098,136755.52442149806,399853.0018841098,136815.52442149806,image_77.png,38.89892098826003,-77.00204043754829,399823.0018841098,136785.52442149806,3
399793.0718944936,136297.95432857252,399853.0718944936,136357.95432857252,image_78.png,38.894799030544874,-77.00203951261919,399823.0718944936,136327.95432857252,3
400608.06207189546,135744.24423459003,400668.06207189546,135804.24423459003,image_79.png,38.889810790970174,-76.99264534789852,400638.06207189546,135774.24423459003,3
400104.3819574685,136297.51433553666,400164.3819574685,136357.51433553666,image_80.png,38.89479507445948,-76.99845093190788,400134.3819574685,136327.51433553666,3
399756.31188708125,136296.64432747872,399816.31188708125,136356.64432747872,image_81.png,38.894787221407626,-77.00246325777069,399786.31188708125,136326.64432747872,3
400406.9090170472,136368.8853568963,400466.9090170472,136428.8853568963,image_82.png,38.895437912463365,-76.99496355069397,400436.9090170472,136398.8853568963,3
399665.76185837394,136755.47441860355,399725.76185837394,136815.47441860355,image_83.png,38.89892050298732,-77.00350726289119,399695.76185837394,136785.47441860355,3
400406.9620256421,135990.0442799532,400466.9620256421,136050.0442799532,image_84.png,38.89202517240991,-76.9949631805919,400436.9620256421,136020.0442799532,3
399920.2519138184,136580.30438879936,399980.2519138184,136640.30438879936,image_85.png,38.897342559279906,-77.00057348416672,399950.2519138184,136610.30438879936,3
400607.77105529123,136474.00838279977,400667.77105529123,136534.00838279977,image_86.png,38.8963847762763,-76.99264802487671,400637.77105529123,136504.00838279977,3
399920.21192718844,135989.6742688461,399980.21192718844,136049.6742688461,image_87.png,38.89202194639528,-77.00057390231932,399950.21192718844,136019.6742688461,3
400607.80204567075,136898.60446902565,400667.80204567075,136958.60446902565,image_88.png,38.90020969115244,-76.99264727340368,400637.80204567075,136928.60446902565,3
400704.33208186936,136163.4943219196,400764.33208186936,136223.4943219196,image_89.png,38.893587476461335,-76.99153523906809,400734.33208186936,136193.4943219196,3
400406.9220050344,136898.7144644925,400466.9220050344,136958.7144644925,image_90.png,38.900210804830294,-76.99496306398349,400436.9220050344,136928.7144644925,3
399793.20189498086,136277.36432439648,399853.20189498086,136337.36432439648,image_91.png,38.89461354825763,-77.00203800875897,399823.20189498086,136307.36432439648,3
400406.9320083018,136754.93443529494,400466.9320083018,136814.93443529494,image_92.png,38.8989155826831,-76.99496304011983,400436.9320083018,136784.93443529494,3
399665.30186530645,136445.27435559928,399725.30186530645,136505.27435559928,image_93.png,38.896126108230476,-77.0035124281094,399695.30186530645,136475.27435559928,3
400511.30202615174,136898.6144668412,400571.30202615174,136958.6144668412,image_94.png,38.9002098459368,-76.99375974749724,400541.30202615174,136928.6144668412,3
400302.1519941285,136445.16437001064,400362.1519941285,136505.16437001064,image_95.png,38.896125107495784,-76.99617109574488,400332.1519941285,136475.16437001064,3
400302.18200717395,135869.92425318243,400362.18200717395,135929.92425318243,image_96.png,38.89094313234783,-76.99617102790076,400332.18200717395,135899.92425318243,3
399919.5819297733,135870.1242445593,399979.5819297733,135930.1242445593,image_97.png,38.890944995255516,-77.00058115546602,399949.5819297733,135900.1242445593,3
400406.8820153114,136445.11437237178,400466.8820153114,136505.11437237178,image_98.png,38.896124611289466,-76.99496381347785,400436.8820153114,136475.11437237178,3
400301.9920044153,135989.70427750447,400361.9920044153,136049.70427750447,image_99.png,38.892022155448586,-76.99617316013298,400331.9920044153,136019.70427750447,3
399665.2318686404,136297.53432559772,399725.2318686404,136357.53432559772,image_100.png,38.8947952119797,-77.00351316945877,399695.2318686404,136327.53432559772,3
400607.7020662683,135989.30428435566,400667.7020662683,136049.30428435566,image_101.png,38.8920183835619,-76.99264927006999,400637.7020662683,136019.30428435566,3
399793.15189116145,136445.6043585613,399853.15189116145,136505.6043585613,image_102.png,38.89612911603428,-77.00203862847829,399823.15189116145,136475.6043585613,3
400302.2419871198,136754.9244329177,400362.2419871198,136814.9244329177,image_103.png,38.89891553838005,-76.99616990852938,400332.2419871198,136784.9244329177,3
400012.52194066625,136219.02431752192,400072.52194066625,136279.02431752192,image_104.png,38.894088016783414,-76.99950983949105,400042.52194066625,136249.02431752192,3
400704.95407382015,136523.96839514642,400764.95407382015,136583.96839514642,image_105.png,38.89683475836942,-76.99152768362927,400734.95407382015,136553.96839514642,3
400406.85201866034,136297.0643423031,400466.85201866034,136357.0643423031,image_106.png,38.894790922484226,-76.99496425341052,400436.85201866034,136327.0643423031,3
399665.30186760053,136344.09433505335,399725.30186760053,136404.09433505335,image_107.png,38.89521464163255,-77.00351238320654,399695.30186760053,136374.09433505335,3
399664.71187156386,136163.67429839753,399724.71187156386,136223.67429839753,image_108.png,38.89358935144315,-77.0035191041645,399694.71187156386,136193.67429839753,3
400011.8019484271,135870.12424664682,400071.8019484271,135930.12424664682,image_109.png,38.890944995726215,-76.99951816024078,400041.8019484271,135900.12424664682,3
400704.9020653173,136898.40447118797,400764.9020653173,136958.40447118797,image_110.png,38.900207813684744,-76.99152788258093,400734.9020653173,136928.40447118797,3
400406.8520311833,135744.5542300926,400466.8520311833,135804.5542300926,image_111.png,38.88981370653089,-76.99496460457352,400436.8520311833,135774.5542300926,3
400406.672021657,136163.31431513574,400466.672021657,136223.31431513574,image_112.png,38.89358605313841,-76.99496641331207,400436.672021657,136193.31431513574,3
400511.8820370377,136423.6633703957,400571.8820370377,136483.6633703957,image_113.png,38.89593131438496,-76.99375343565957,400541.8820370377,136453.6633703957,3
400011.59195122233,135744.80422118874,400071.59195122233,135804.80422118874,image_114.png,38.88981606609518,-76.9995205884079,400041.59195122233,135774.80422118874,3
400104.25496173673,136108.1692970841,400164.25496173673,136168.1692970841,image_115.png,38.89308938465845,-76.99845243283364,400134.25496173673,136138.1692970841,3
400460.2720230525,136580.06440098965,400520.2720230525,136640.06440098965,image_116.png,38.89734026207443,-76.99434826029885,400490.2720230525,136610.06440098965,3
